Speaker,Gender,Vowel,Duration,f0,F1,F2
51,w,ih,176,246,496,2260
52,w,ih,356,219,446,2444
53,w,ih,197,188,486,2332
54,w,ih,356,224,502,2391
55,w,ih,266,238,497,2379
56,w,ih,266,216,531,2174
57,w,ih,285,192,535,2380
58,w,ih,180,247,498,2654
59,w,ih,218,253,500,2272
60,w,ih,249,227,471,2277
61,w,ih,320,207,453,2427
62,w,ih,246,237,489,2603
63,w,ih,219,233,555,2216
64,w,ih,209,221,491,2316
65,w,ih,218,234,485,2129
66,w,ih,290,214,457,2590
67,w,ih,203,221,474,2362
69,w,ih,256,252,501,2355
70,w,ih,240,213,449,2173
71,w,ih,345,233,458,2143
72,w,ih,171,187,440,2394
73,w,ih,227,218,535,2134
74,w,ih,258,256,516,2567
75,w,ih,302,222,552,2453
76,w,ih,209,223,455,2304
77,w,ih,197,251,515,2378
78,w,ih,167,238,504,2334
79,w,ih,219,260,544,2570
80,w,ih,208,250,501,2449
81,w,ih,261,206,431,2190
82,w,ih,213,215,478,2157
83,w,ih,227,252,556,2541
84,w,ih,175,231,486,2454
85,w,ih,176,218,442,2472
86,w,ih,353,225,486,2253
87,w,ih,363,201,440,2453
88,w,ih,239,231,477,2554
89,w,ih,247,216,436,2559
90,w,ih,227,205,501,2292
91,w,ih,200,219,443,2644
92,w,ih,170,236,489,2175
94,w,ih,266,225,451,2247
95,w,ih,287,213,442,2316
96,w,ih,252,149,449,2492
97,w,ih,208,221,444,2237
98,w,ih,209,238,498,2234
99,w,ih,216,225,463,2603
100,w,ih,245,239,499,2384
1,b,ih,197,263,551,2393
2,b,ih,239,289,563,2608
3,b,ih,284,228,571,2689
4,b,ih,268,249,513,2447
5,b,ih,209,226,479,2449
7,b,ih,268,296,590,2354
8,b,ih,205,215,447,2784
9,b,ih,232,239,536,2319
10,b,ih,263,209,529,2649
11,b,ih,227,197,522,2387
12,b,ih,305,262,548,2592
13,b,ih,253,223,491,2409
14,b,ih,177,221,470,2505
15,b,ih,255,287,564,2515
16,b,ih,290,198,562,2549
17,b,ih,276,252,499,2230
18,b,ih,196,264,535,2190
19,b,ih,263,212,520,2695
21,b,ih,300,257,506,2432
22,b,ih,187,231,489,2544
23,b,ih,205,276,559,2753
24,b,ih,137,229,447,2645
25,b,ih,249,212,479,2492
26,b,ih,316,218,481,2567
27,b,ih,174,230,551,2362
28,b,ih,194,240,490,2449
29,b,ih,294,243,503,2433
1,g,ih,233,240,495,2574
2,g,ih,197,258,557,2634
4,g,ih,313,271,558,2427
5,g,ih,323,219,441,2728
6,g,ih,150,236,488,2623
7,g,ih,311,252,506,2432
8,g,ih,378,261,517,2619
9,g,ih,308,264,515,2828
10,g,ih,241,257,518,2870
11,g,ih,250,226,499,2437
12,g,ih,240,242,533,2762
13,g,ih,273,257,508,2642
14,g,ih,311,216,435,2623
15,g,ih,337,244,497,2684
17,g,ih,212,243,504,2408
18,g,ih,267,212,557,2664
19,g,ih,168,236,550,2625
20,g,ih,220,234,489,2730
21,g,ih,170,226,444,2846
1,m,iy,339,172,328,2418
2,m,iy,236,108,305,2320
3,m,iy,315,96,331,2311
4,m,iy,240,134,353,2385
6,m,iy,241,122,367,2390
7,m,iy,259,101,346,2379
8,m,iy,298,164,312,2402
9,m,iy,341,129,355,2049
10,m,iy,223,163,320,2300
11,m,iy,323,160,315,2253
13,m,iy,229,106,327,2257
14,m,iy,256,106,329,2514
16,m,iy,179,142,311,2274
17,m,iy,261,165,322,2282
18,m,iy,273,143,364,2366
19,m,iy,232,160,350,2462
20,m,iy,263,161,314,2368
21,m,iy,153,129,328,2123
22,m,iy,251,127,372,2280
23,m,iy,265,121,367,2244
24,m,iy,241,133,381,2515
25,m,iy,268,119,352,2254
26,m,iy,271,115,323,2269
27,m,iy,218,117,338,2329
28,m,iy,194,175,368,2509
29,m,iy,161,132,309,2385
30,m,iy,282,107,307,2405
31,m,iy,202,158,312,2319
32,m,iy,205,166,327,2378
33,m,iy,254,159,314,2506
34,m,iy,200,130,365,2119
35,m,iy,268,113,327,2143
36,m,iy,219,135,362,2103
37,m,iy,195,137,392,2127
38,m,iy,187,145,308,2190
39,m,iy,235,184,373,2207
40,m,iy,231,154,343,2502
41,m,iy,221,141,394,2300
42,m,iy,286,157,373,2214
44,m,iy,291,100,312,2307
45,m,iy,234,216,420,2600
47,m,iy,228,159,315,2052
48,m,iy,216,130,366,2504
49,m,iy,246,133,370,2536
50,m,iy,228,114,354,2375
51,w,iy,232,234,441,2806
52,w,iy,380,222,435,2890
53,w,iy,289,192,380,2703
54,w,iy,364,215,428,2767
55,w,iy,305,249,346,2703
56,w,iy,332,221,439,2676
57,w,iy,281,200,394,2689
58,w,iy,297,264,493,2967
59,w,iy,246,266,442,2850
60,w,iy,324,239,477,2866
61,w,iy,433,203,408,2627
62,w,iy,359,223,435,2868
63,w,iy,336,229,438,2813
64,w,iy,261,225,440,2706
65,w,iy,321,259,455,2797
66,w,iy,278,227,443,2944
67,w,iy,240,210,429,2698
69,w,iy,302,247,492,2695
70,w,iy,287,195,382,2563
71,w,iy,353,223,434,2512
72,w,iy,304,214,435,2621
73,w,iy,307,219,433,2634
74,w,iy,334,272,531,2996
75,w,iy,346,237,467,3009
76,w,iy,336,177,375,2577
77,w,iy,250,252,497,2795
78,w,iy,222,246,495,2910
79,w,iy,284,275,508,2731
80,w,iy,306,233,452,2754
81,w,iy,316,237,461,2359
82,w,iy,261,216,433,2720
83,w,iy,257,268,505,2982
84,w,iy,236,220,434,2854
85,w,iy,276,215,426,2775
86,w,iy,324,220,424,2692
87,w,iy,396,201,380,2816
88,w,iy,276,223,439,2927
89,w,iy,338,210,430,2606
90,w,iy,271,198,383,2733
91,w,iy,263,229,438,2964
92,w,iy,376,250,427,2772
94,w,iy,368,226,437,2555
95,w,iy,326,217,431,2522
96,w,iy,316,155,331,3049
97,w,iy,336,230,440,2757
98,w,iy,279,255,489,2641
99,w,iy,290,243,419,2874
100,w,iy,314,231,437,2778
1,b,iy,237,277,554,3022
2,b,iy,317,287,344,3193
3,b,iy,277,219,441,3081
4,b,iy,318,260,509,2873
5,b,iy,242,244,475,3203
7,b,iy,310,307,488,3063
8,b,iy,241,220,434,3127
9,b,iy,296,251,501,2760
10,b,iy,266,222,424,3198
11,b,iy,254,207,429,2984
12,b,iy,349,262,516,3126
13,b,iy,234,239,476,2772
14,b,iy,327,203,421,3337
15,b,iy,329,259,446,3011
16,b,iy,324,207,428,3070
17,b,iy,331,259,493,2811
18,b,iy,269,285,504,2803
19,b,iy,288,228,442,3135
21,b,iy,398,247,427,2952
22,b,iy,325,260,475,2916
23,b,iy,277,293,366,3207
24,b,iy,205,213,424,3199
25,b,iy,309,239,382,2987
26,b,iy,342,218,441,3079
27,b,iy,241,239,410,2874
28,b,iy,268,240,361,2938
29,b,iy,269,255,366,3024
1,g,iy,314,222,389,3068
2,g,iy,248,246,498,3451
4,g,iy,324,294,463,3225
5,g,iy,305,239,475,3320
6,g,iy,230,250,478,2997
7,g,iy,386,250,457,2776
8,g,iy,390,263,507,3319
9,g,iy,399,294,503,3256
10,g,iy,292,222,456,3389
11,g,iy,282,238,465,2875
12,g,iy,304,212,436,3340
13,g,iy,396,278,464,3104
14,g,iy,320,220,432,2688
15,g,iy,357,251,477,3266
17,g,iy,266,273,466,3004
18,g,iy,343,222,436,3443
19,g,iy,193,237,479,3093
20,g,iy,243,232,469,3278
21,g,iy,258,238,472,3120
1,m,oa,369,169,509,989
2,m,oa,261,105,519,891
3,m,oa,417,96,496,863
4,m,oa,300,146,441,862
6,m,oa,263,114,524,1000
7,m,oa,266,94,515,1126
8,m,oa,285,125,500,868
9,m,oa,340,134,503,950
10,m,oa,269,153,476,1016
11,m,oa,374,149,496,867
13,m,oa,268,104,486,826
14,m,oa,269,107,491,1065
16,m,oa,214,142,434,862
17,m,oa,272,146,439,699
18,m,oa,337,138,454,745
19,m,oa,247,157,566,997
20,m,oa,319,133,534,1002
21,m,oa,204,127,499,859
22,m,oa,287,119,520,987
23,m,oa,279,117,461,801
24,m,oa,233,126,543,1009
25,m,oa,261,112,494,925
26,m,oa,275,107,436,865
27,m,oa,246,105,533,900
28,m,oa,213,130,530,1000
29,m,oa,238,118,509,896
30,m,oa,301,95,376,659
31,m,oa,175,150,457,870
32,m,oa,198,160,487,804
33,m,oa,260,138,502,879
34,m,oa,243,124,499,883
35,m,oa,317,114,465,969
36,m,oa,230,122,496,908
37,m,oa,211,142,437,861
38,m,oa,209,136,548,1067
39,m,oa,252,151,444,815
40,m,oa,256,134,522,911
41,m,oa,229,143,554,1005
42,m,oa,289,140,528,792
44,m,oa,282,106,555,1019
45,m,oa,247,181,552,924
47,m,oa,293,143,473,820
48,m,oa,232,133,499,927
49,m,oa,188,136,495,938
50,m,oa,251,119,601,1045
51,w,oa,302,234,557,1135
52,w,oa,422,212,432,1013
53,w,oa,274,176,624,1130
54,w,oa,410,225,627,1314
55,w,oa,376,224,443,879
56,w,oa,353,203,580,995
57,w,oa,262,196,621,1025
58,w,oa,304,253,506,1257
59,w,oa,257,252,538,998
60,w,oa,363,219,453,980
61,w,oa,372,196,597,1150
62,w,oa,319,233,688,1185
63,w,oa,315,236,631,1181
64,w,oa,264,216,636,1041
65,w,oa,357,226,449,924
66,w,oa,346,209,612,1026
67,w,oa,298,206,616,1034
69,w,oa,340,241,631,1185
70,w,oa,317,174,504,1047
71,w,oa,374,234,469,934
72,w,oa,334,181,578,1061
73,w,oa,345,201,560,987
74,w,oa,362,242,508,991
75,w,oa,443,213,658,1045
76,w,oa,378,167,498,970
77,w,oa,265,243,582,946
78,w,oa,225,240,613,1184
79,w,oa,285,274,636,981
80,w,oa,313,230,636,1096
81,w,oa,363,203,584,936
82,w,oa,239,217,499,1046
83,w,oa,277,247,504,990
84,w,oa,254,219,453,880
85,w,oa,309,210,641,1195
86,w,oa,340,217,620,1057
87,w,oa,406,195,563,1198
88,w,oa,296,221,632,1108
89,w,oa,353,204,430,820
90,w,oa,305,207,438,812
91,w,oa,288,226,450,889
92,w,oa,318,219,444,987
94,w,oa,347,212,435,862
95,w,oa,323,206,608,1007
96,w,oa,350,183,568,1112
97,w,oa,380,224,624,1109
98,w,oa,282,237,522,923
99,w,oa,315,206,444,803
100,w,oa,361,239,720,1277
1,b,oa,267,250,693,1235
2,b,oa,336,258,557,1106
3,b,oa,310,211,624,1456
4,b,oa,322,250,685,1128
5,b,oa,247,197,589,1050
7,b,oa,311,315,641,1243
8,b,oa,341,248,554,896
9,b,oa,210,237,516,1181
10,b,oa,316,209,623,1241
11,b,oa,270,198,591,1168
12,b,oa,403,261,716,0
13,b,oa,259,218,586,1217
14,b,oa,263,203,623,1044
15,b,oa,394,282,562,1051
16,b,oa,315,217,588,1063
17,b,oa,290,269,581,1115
18,b,oa,260,257,613,1236
19,b,oa,335,185,548,1062
21,b,oa,397,243,584,936
22,b,oa,370,257,588,1117
23,b,oa,314,274,557,1065
24,b,oa,216,212,615,0
25,b,oa,292,223,625,1100
26,b,oa,338,215,646,1244
27,b,oa,264,225,658,1272
28,b,oa,293,224,616,1047
29,b,oa,267,241,578,1122
1,g,oa,263,251,571,1243
2,g,oa,295,230,683,1038
4,g,oa,380,282,583,1352
5,g,oa,380,239,678,1306
6,g,oa,268,226,483,903
7,g,oa,442,241,492,927
8,g,oa,309,259,536,789
9,g,oa,423,275,561,1151
10,g,oa,338,238,630,1491
11,g,oa,363,232,455,923
12,g,oa,237,225,637,1142
13,g,oa,351,251,502,960
14,g,oa,330,240,499,992
15,g,oa,382,243,577,1217
17,g,oa,262,267,785,1551
18,g,oa,300,221,568,1096
19,g,oa,222,234,688,1197
20,g,oa,317,213,622,1223
21,g,oa,246,222,643,1262
1,m,oo,255,169,450,995
2,m,oo,174,112,424,992
3,m,oo,275,96,489,1059
4,m,oo,210,134,522,1123
6,m,oo,147,117,468,1115
7,m,oo,197,92,442,1176
8,m,oo,241,132,486,1116
9,m,oo,238,125,442,1205
10,m,oo,196,157,485,1086
11,m,oo,275,151,472,1296
13,m,oo,208,113,459,1036
14,m,oo,203,116,446,1298
16,m,oo,150,145,438,1177
17,m,oo,178,148,438,979
18,m,oo,166,158,481,1094
19,m,oo,222,163,499,1127
20,m,oo,237,144,438,1181
21,m,oo,147,119,451,1106
22,m,oo,173,124,470,1202
23,m,oo,204,121,503,1058
24,m,oo,210,131,504,1318
25,m,oo,216,111,507,1183
26,m,oo,208,116,492,1157
27,m,oo,173,113,487,994
28,m,oo,146,132,435,994
29,m,oo,188,124,491,1246
30,m,oo,191,109,430,1021
31,m,oo,111,156,463,1086
32,m,oo,134,160,500,1067
33,m,oo,180,141,495,1093
34,m,oo,160,125,442,1092
35,m,oo,230,106,466,1375
36,m,oo,185,120,496,1101
37,m,oo,159,132,497,1164
38,m,oo,153,146,436,1154
39,m,oo,196,151,498,1048
40,m,oo,168,142,435,1263
41,m,oo,176,151,468,1064
42,m,oo,227,128,510,1238
44,m,oo,220,112,409,965
45,m,oo,186,195,497,1107
47,m,oo,219,141,465,1087
48,m,oo,167,136,441,1181
49,m,oo,178,164,456,1002
50,m,oo,205,120,495,1106
51,w,oo,238,228,489,1357
52,w,oo,390,225,503,1332
53,w,oo,265,215,494,1102
54,w,oo,279,222,509,1323
55,w,oo,269,244,506,1188
56,w,oo,283,207,483,987
57,w,oo,227,182,563,1233
58,w,oo,210,254,546,1534
59,w,oo,209,247,500,1200
60,w,oo,253,231,491,1179
61,w,oo,332,200,575,1619
62,w,oo,289,225,502,1322
63,w,oo,227,240,552,1193
64,w,oo,227,224,499,1103
65,w,oo,240,248,501,1189
66,w,oo,273,219,562,1109
67,w,oo,202,232,492,1161
69,w,oo,332,249,505,1404
70,w,oo,301,233,500,1095
71,w,oo,370,242,496,1169
72,w,oo,270,203,458,1042
73,w,oo,208,231,617,1373
74,w,oo,245,262,559,1246
75,w,oo,331,228,509,1244
76,w,oo,171,195,490,1122
77,w,oo,167,262,616,1331
78,w,oo,181,242,521,1428
79,w,oo,205,285,570,1117
80,w,oo,216,254,532,1354
81,w,oo,245,228,482,1124
82,w,oo,183,205,541,1183
83,w,oo,187,244,615,1375
84,w,oo,187,232,579,1392
85,w,oo,203,236,552,1364
86,w,oo,328,214,449,1396
87,w,oo,333,228,464,1169
88,w,oo,251,258,552,1214
89,w,oo,236,187,486,1088
90,w,oo,233,205,516,1019
91,w,oo,217,226,444,1081
92,w,oo,246,240,497,1440
94,w,oo,242,224,499,1144
95,w,oo,239,224,480,1108
96,w,oo,265,177,520,1421
97,w,oo,231,237,498,1162
98,w,oo,239,255,519,1051
99,w,oo,217,256,509,1049
100,w,oo,273,236,553,1135
1,b,oo,184,247,553,1495
2,b,oo,253,292,570,1148
3,b,oo,247,200,574,1808
4,b,oo,343,251,558,1742
5,b,oo,197,218,543,1473
7,b,oo,281,305,624,1513
8,b,oo,200,218,469,1097
9,b,oo,222,237,615,1345
10,b,oo,259,214,613,1561
11,b,oo,271,213,593,1507
12,b,oo,325,268,588,1578
13,b,oo,244,227,626,1578
14,b,oo,179,212,494,1245
15,b,oo,329,291,570,1423
16,b,oo,261,202,615,1397
17,b,oo,247,263,508,1245
18,b,oo,189,236,563,1585
19,b,oo,294,252,578,1574
21,b,oo,270,221,531,1540
22,b,oo,232,237,627,1703
23,b,oo,206,277,561,1627
24,b,oo,169,237,493,1248
25,b,oo,254,238,512,1260
26,b,oo,303,227,546,1254
27,b,oo,174,211,622,1417
28,b,oo,213,239,492,1200
29,b,oo,221,233,684,1623
1,g,oo,224,243,499,1440
2,g,oo,206,228,639,1518
4,g,oo,367,271,564,1613
5,g,oo,375,225,504,1440
6,g,oo,234,254,545,1307
7,g,oo,186,249,507,1720
8,g,oo,292,271,585,1636
9,g,oo,284,294,595,1737
10,g,oo,268,229,667,1446
11,g,oo,310,219,627,1515
12,g,oo,214,259,571,1819
13,g,oo,269,279,563,1577
14,g,oo,314,245,498,1491
15,g,oo,298,233,597,1599
17,g,oo,188,236,643,1860
18,g,oo,211,217,556,1558
19,g,oo,155,237,682,1571
20,g,oo,241,239,512,1644
21,g,oo,179,243,575,1580
1,m,uh,292,171,670,1178
2,m,uh,173,105,642,998
3,m,uh,297,96,622,1075
4,m,uh,211,131,650,1036
6,m,uh,169,117,629,1146
7,m,uh,185,90,651,1176
8,m,uh,242,132,626,1159
9,m,uh,203,121,602,1336
10,m,uh,183,157,658,1410
11,m,uh,295,155,619,1241
13,m,uh,172,107,636,1153
14,m,uh,227,105,631,1133
16,m,uh,146,147,573,1152
17,m,uh,176,152,663,1166
18,m,uh,193,147,610,1168
19,m,uh,183,154,637,1295
20,m,uh,189,138,623,1163
21,m,uh,139,120,593,1254
22,m,uh,226,122,622,1155
23,m,uh,202,114,617,1071
24,m,uh,201,130,628,1223
25,m,uh,212,113,601,1214
26,m,uh,230,116,593,1213
27,m,uh,166,105,662,1166
28,m,uh,168,124,682,1192
29,m,uh,145,133,623,1207
30,m,uh,199,96,560,1118
31,m,uh,128,152,622,1285
32,m,uh,143,147,666,1135
33,m,uh,204,136,575,1130
34,m,uh,177,124,583,1187
35,m,uh,219,109,561,1343
36,m,uh,171,118,630,1328
37,m,uh,169,134,596,1053
38,m,uh,155,141,602,1176
39,m,uh,193,149,608,1167
40,m,uh,201,138,612,1317
41,m,uh,181,144,628,1172
42,m,uh,242,128,631,1241
44,m,uh,208,107,650,1154
45,m,uh,194,180,670,1061
47,m,uh,198,124,566,1040
48,m,uh,188,119,600,1182
49,m,uh,166,138,618,1228
50,m,uh,176,119,622,1163
51,w,uh,246,222,803,1501
52,w,uh,345,226,788,1547
53,w,uh,206,182,789,1291
54,w,uh,331,216,731,1552
55,w,uh,290,224,693,1381
56,w,uh,233,226,795,1362
57,w,uh,209,189,854,1401
58,w,uh,207,243,716,1634
59,w,uh,193,236,809,1391
60,w,uh,256,217,680,1499
61,w,uh,266,205,773,1614
62,w,uh,248,241,817,1604
63,w,uh,221,235,739,1320
64,w,uh,206,220,742,1352
65,w,uh,288,226,700,1338
66,w,uh,250,198,824,1459
67,w,uh,183,212,705,1166
69,w,uh,286,235,839,1555
70,w,uh,249,216,642,1338
71,w,uh,330,221,701,1318
72,w,uh,209,188,777,1397
73,w,uh,220,211,686,1477
74,w,uh,250,239,769,1382
75,w,uh,309,217,815,1427
76,w,uh,187,195,678,1397
77,w,uh,195,244,823,1419
78,w,uh,194,231,700,1580
79,w,uh,200,307,885,1580
80,w,uh,208,235,835,1507
81,w,uh,199,216,756,1531
82,w,uh,224,209,685,1100
83,w,uh,193,244,828,1454
84,w,uh,164,222,764,1359
85,w,uh,215,207,729,1435
86,w,uh,365,206,761,1380
87,w,uh,325,206,809,1468
88,w,uh,214,228,818,1516
89,w,uh,233,198,710,1293
90,w,uh,233,194,755,1427
91,w,uh,201,215,827,1416
92,w,uh,156,236,736,1300
94,w,uh,251,214,678,1229
95,w,uh,274,199,780,1380
96,w,uh,200,155,693,1277
97,w,uh,206,213,712,1499
98,w,uh,208,236,733,1378
99,w,uh,215,220,796,1271
100,w,uh,262,213,811,1450
1,b,uh,205,237,632,1573
2,b,uh,161,269,731,1550
3,b,uh,226,210,823,1655
4,b,uh,293,241,756,1672
5,b,uh,150,217,637,1424
7,b,uh,310,289,822,1489
8,b,uh,242,201,667,1442
9,b,uh,228,233,695,1423
10,b,uh,248,203,612,1432
11,b,uh,266,213,699,1454
12,b,uh,298,254,762,1721
13,b,uh,250,211,639,1454
14,b,uh,215,210,697,1305
15,b,uh,307,280,654,0
16,b,uh,300,183,739,1411
17,b,uh,239,257,696,1297
18,b,uh,233,266,780,1428
19,b,uh,241,235,754,1742
21,b,uh,254,212,632,1352
22,b,uh,296,255,746,1552
23,b,uh,219,282,863,1566
24,b,uh,158,213,685,1485
25,b,uh,223,220,688,1251
26,b,uh,292,216,670,1538
27,b,uh,172,214,763,1522
28,b,uh,212,206,667,1400
29,b,uh,243,234,778,1422
1,g,uh,200,247,740,1502
2,g,uh,215,220,882,1623
4,g,uh,275,268,784,1614
5,g,uh,290,225,897,1494
6,g,uh,218,238,754,1430
7,g,uh,286,234,620,1579
8,g,uh,303,242,695,1832
9,g,uh,248,262,756,1579
10,g,uh,222,229,880,1680
11,g,uh,227,226,701,1563
12,g,uh,226,248,796,1669
13,g,uh,232,229,738,1626
14,g,uh,259,208,633,1454
15,g,uh,302,247,684,1732
17,g,uh,215,256,782,1622
18,g,uh,226,207,744,1854
19,g,uh,184,227,885,1629
20,g,uh,210,248,1045,1609
21,g,uh,177,229,646,1578
1,m,uw,281,184,374,931
2,m,uw,257,114,319,938
3,m,uw,420,101,360,953
4,m,uw,288,144,422,1299
6,m,uw,231,120,366,919
7,m,uw,231,113,326,997
8,m,uw,239,126,382,1058
9,m,uw,296,136,384,1234
10,m,uw,237,156,338,1087
11,m,uw,327,161,319,936
13,m,uw,240,116,371,793
14,m,uw,260,115,379,1123
16,m,uw,183,148,382,994
17,m,uw,210,174,339,860
18,m,uw,264,147,415,1016
19,m,uw,226,165,455,1181
20,m,uw,284,156,370,889
21,m,uw,196,116,372,1010
22,m,uw,275,128,387,1123
23,m,uw,230,132,389,959
24,m,uw,239,147,435,1137
25,m,uw,204,123,372,972
26,m,uw,225,123,374,921
27,m,uw,207,123,371,950
28,m,uw,197,189,377,888
29,m,uw,185,143,401,980
30,m,uw,288,105,313,861
31,m,uw,171,199,379,982
32,m,uw,185,165,402,809
33,m,uw,241,160,373,931
34,m,uw,244,131,377,1008
35,m,uw,254,114,357,1130
36,m,uw,265,124,388,982
37,m,uw,193,143,409,846
38,m,uw,195,153,377,1063
39,m,uw,250,192,387,967
40,m,uw,205,151,316,893
41,m,uw,200,154,437,1085
42,m,uw,256,154,435,1070
44,m,uw,219,113,365,999
45,m,uw,245,224,437,871
47,m,uw,250,147,413,1193
48,m,uw,212,132,378,893
49,m,uw,125,171,374,887
50,m,uw,222,130,389,1033
51,w,uw,281,260,503,1068
52,w,uw,409,218,435,1384
53,w,uw,271,211,431,788
54,w,uw,430,216,436,1415
55,w,uw,328,223,455,994
56,w,uw,311,219,437,1113
57,w,uw,384,211,384,1084
58,w,uw,287,258,503,1514
59,w,uw,265,265,504,1096
60,w,uw,351,238,473,1113
61,w,uw,377,232,461,1627
62,w,uw,300,242,477,998
63,w,uw,298,231,445,1136
64,w,uw,241,239,483,1117
65,w,uw,298,262,466,778
66,w,uw,268,225,440,1122
67,w,uw,266,216,436,911
69,w,uw,293,257,506,1030
70,w,uw,283,171,360,1034
71,w,uw,378,247,491,1260
72,w,uw,310,199,391,971
73,w,uw,363,210,431,1003
74,w,uw,327,268,525,1065
75,w,uw,382,226,448,1369
76,w,uw,333,230,445,881
77,w,uw,234,256,503,963
78,w,uw,182,261,508,1001
79,w,uw,274,297,510,917
80,w,uw,274,268,502,1050
81,w,uw,277,237,488,1119
82,w,uw,242,238,477,1184
83,w,uw,291,272,504,1068
84,w,uw,244,242,483,938
85,w,uw,294,232,448,1463
86,w,uw,405,219,438,1711
87,w,uw,406,220,437,1178
88,w,uw,277,260,504,1041
89,w,uw,266,215,429,827
90,w,uw,296,223,438,1078
91,w,uw,235,237,450,916
92,w,uw,272,255,474,974
94,w,uw,346,254,430,954
95,w,uw,340,204,415,1001
96,w,uw,302,166,362,1351
97,w,uw,272,238,482,987
98,w,uw,265,234,458,1163
99,w,uw,248,240,467,993
100,w,uw,308,265,491,1317
1,b,uw,253,246,502,1540
2,b,uw,327,287,559,1312
3,b,uw,304,194,506,2378
4,b,uw,292,258,503,1104
5,b,uw,260,240,481,1226
7,b,uw,303,330,609,1658
8,b,uw,262,228,440,1124
9,b,uw,211,255,503,1119
10,b,uw,275,215,463,1676
11,b,uw,246,197,430,1448
12,b,uw,313,258,503,1255
13,b,uw,233,209,435,1312
14,b,uw,263,206,418,940
15,b,uw,324,282,548,1123
16,b,uw,274,241,491,1467
17,b,uw,228,262,505,1296
18,b,uw,269,278,548,1377
19,b,uw,270,281,550,1114
21,b,uw,320,260,504,997
22,b,uw,243,256,504,1515
23,b,uw,251,283,557,0
24,b,uw,214,221,438,1336
25,b,uw,286,219,436,1170
26,b,uw,320,235,449,916
27,b,uw,233,254,495,1283
28,b,uw,255,216,434,1297
29,b,uw,302,249,498,1509
1,g,uw,327,251,500,1724
2,g,uw,236,188,435,1059
4,g,uw,300,288,556,1736
5,g,uw,378,219,437,1733
6,g,uw,246,256,480,1011
7,g,uw,367,255,503,821
8,g,uw,315,271,540,1653
9,g,uw,307,303,568,1508
10,g,uw,318,216,460,1422
11,g,uw,324,238,460,1291
12,g,uw,273,276,540,1998
13,g,uw,286,273,527,1407
14,g,uw,304,239,486,968
15,g,uw,368,244,496,1739
17,g,uw,245,236,490,2179
18,g,uw,315,214,435,1829
19,g,uw,192,243,497,1334
20,g,uw,248,248,498,1740
21,g,uw,227,225,446,1533
